,Release_Date,Title,Overview,Popularity,Original_Language,Poster_Url,id,imdb_id,original_title,belongs_to_collection,Genre,tagline,cast,keywords,crew
1096,2008-02-18,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",68.678,en,https://image.tmdb.org/t/p/original/wrJjDB8SSJJKcpXVf4KAxZIHvBZ.jpg,8681.0,tt0936501,Taken,[],"Action, Thriller",They took his daughter.  He'll take their lives.,"['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Katie Cassidy', 'Holly Valance']","['paris', 'kidnapping', 'human trafficking', 'rescue', 'prostitution', 'albanian', 'missing daughter', 'ex cia agent']",['Pierre Morel']
1101,2016-03-17,Miracles from Heaven,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",68.557,en,https://image.tmdb.org/t/p/original/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg,339984.0,tt4257926,Miracles from Heaven,[],Drama,How do we explain the impossible?,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson', 'Brighton Sharbino', 'Courtney Fansler']","['miracle', 'christian', 'cure', 'woman director', 'accident']",['Patricia Riggen']
1102,2014-04-17,A Haunted House 2,"After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",68.533,en,https://image.tmdb.org/t/p/original/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg,184345.0,tt2828996,A Haunted House 2,[],"Comedy, Horror",It'll scare the #2 out of you.,"['Marlon Wayans', 'Jaime Pressly', 'Essence Atkins', 'Gabriel Iglesias', 'Missi Pyle']",['haunted house'],['Michael Tiddes']
1103,2015-09-30,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",68.531,en,https://image.tmdb.org/t/p/original/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,286217.0,tt3659388,The Martian,[],"Drama, Adventure, Science Fiction",Bring Him Home,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña']","['based on novel', 'mars', 'nasa', 'isolation', 'botanist', 'stranded', 'spaceship', 'space', 'engineering', 'survival', 'astronaut', 'science', 'deep space explorer', 'duringcreditsstinger', 'battle for survival']",['Ridley Scott']
1104,2017-06-15,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,68.469,en,https://image.tmdb.org/t/p/original/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,324852.0,tt3469046,Despicable Me 3,[],"Action, Animation, Comedy, Family, Adventure",Oh brother.,"['Steve Carell', 'Kristen Wiig', 'Trey Parker', 'Miranda Cosgrove', 'Dana Gaier']",['minions'],['Kyle Balda']
1106,2016-10-21,I'm Not Ashamed,Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott- the first student killed in the Columbine High School shooting in 1999.,68.414,en,https://image.tmdb.org/t/p/original/P4bxuNq5XT0Wc3MYpoLP52e0P6.jpg,409502.0,tt4950110,I'm Not Ashamed,[],Drama,Her faith would touch the world.,"['Masey McLain', 'Mark Daugherty', ""Jennifer O'Neill"", 'Ben VanderMey', 'Jaci Velasquez']","['christianity', 'biography', 'christian', 'faith', 'high school', 'shooting', 'columbine', 'based on true story']",['Brian Baugh']
1107,2012-12-25,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",68.365,en,https://image.tmdb.org/t/p/original/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,68718.0,tt1853728,Django Unchained,[],"Drama, Western","Life, liberty and the pursuit of vengeance.","['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson']","['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']",['Quentin Tarantino']
1109,2011-01-07,Season of the Witch,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",68.268,en,https://image.tmdb.org/t/p/original/6jyHkHpNwy8qjxhc5vJsmqVCl3J.jpg,23047.0,tt0479997,Season of the Witch,[],"Adventure, Fantasy, Action",Not all souls can be saved.,"['Nicolas Cage', 'Ron Perlman', 'Ulrich Thomsen', 'Christopher Lee', 'Fernanda Dorogi']","['inquisition', 'monk', 'ambush', 'witch', 'hero', 'fight', 'horse', 'ritual', 'knife', 'knight', 'blood', 'middle ages', 'catholic church']",['Dominic Sena']
1110,2013-03-20,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",68.241,en,https://image.tmdb.org/t/p/original/gKnx04MxnKcf5uOdhHhAAkqcCg.jpg,117263.0,tt2302755,Olympus Has Fallen,[],"Action, Thriller",When our flag falls our nation will rise.,"['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett', 'Morgan Freeman', 'Radha Mitchell']","['white house', 'secret service', 'terrorist attack']",['Antoine Fuqua']
1111,2012-08-02,Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",68.198,en,https://image.tmdb.org/t/p/original/fucmGeZYM4yzqJUnDTc4pKQNCej.jpg,861.0,tt0100802,Total Recall,[],"Action, Science Fiction, Adventure, Thriller","They stole his mind, now he wants it back.","['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin', 'Ronny Cox', 'Michael Ironside']","['oxygen', 'falsely accused', 'resistance', 'mars', 'double life', 'telepathy', 'mutant', 'hologram', 'space colony', 'false identity', 'secret agent', 'dystopia', 'cyberpunk', 'false memory', 'implanted memory']",['Paul Verhoeven']
1113,2004-09-28,Barbie as The Princess & the Pauper,"In her first animated musical featuring seven original songs, Barbie comes to life in this modern re-telling of a classic tale of mistaken identity and the power of friendship. Based on the story by Mark Twain,",68.186,en,https://image.tmdb.org/t/p/original/xHYsUwUe4MaNc6mbNBGTkqZSnPk.jpg,15165.0,tt0426955,Barbie as The Princess & the Pauper,[],"Animation, Family, Comedy",,"['Kelly Sheridan', 'Roger Monk', 'Garry Chalk', 'Janyse Jaud', 'Pam Hyatt']",['musical'],['William Lau']
1114,2020-12-17,Breach,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind.",68.163,en,https://image.tmdb.org/t/p/original/13B6onhL6FzSN2KaNeQeMML05pS.jpg,4169.0,tt0401997,Breach,[],"Science Fiction, Action",How one man betrayed the security of a nation.,"['Chris Cooper', 'Ryan Phillippe', 'Laura Linney', 'Dennis Haysbert', 'Caroline Dhavernas']","['spy', 'undercover', 'loyalty', 'headquarter', 'based on true story', 'family', 'surveillance', 'fbi agent', 'russian spy', 'political thriller']",['Billy Ray']
1115,2011-06-08,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",68.113,en,https://image.tmdb.org/t/p/original/sytFL6ALMAesKZoarlp7bIDKnns.jpg,37686.0,tt1650062,Super 8,[],"Thriller, Science Fiction, Mystery",It Arrives.,"['Joel Courtney', 'Elle Fanning', 'Riley Griffiths', 'Kyle Chandler', 'Ryan Lee']","['1970s', 'secret', 'alien', 'train crash', 'pistol', 'firecracker', 'duringcreditsstinger']",['J.J. Abrams']
1121,1988-11-08,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",67.722,en,https://image.tmdb.org/t/p/original/433jjDcHFEFa9S1eMgkVaK3W900.jpg,10585.0,tt0094862,Child's Play,[],Horror,Chucky is one mean S.O.B.,"['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent', 'Brad Dourif', 'Dinah Manoff']","['gun', 'birthday', 'voodoo', 'toy', 'stalker', 'murder', 'blood', 'slasher', 'explosion', 'killer', 'doll', 'evil', 'toy comes to life', 'ginger']",['Tom Holland']
1123,2018-04-12,Rampage,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",67.711,en,https://image.tmdb.org/t/p/original/MGADip4thVSErP34FAAfzFBTZ5.jpg,99749.0,tt0095958,Rampage,[],"Action, Adventure, Science Fiction","This is the face of Charles Reece, a mass murderer. He doesn't think he's done anything wrong. The real crime is that the jury may agree.","['Michael Biehn', 'Alex McArthur', 'Nicholas Campbell', 'Deborah Van Valkenburgh', 'John Harkins']","['insanity', 'shot to death', 'capital punishment', 'extreme violence', 'courtroom']",['William Friedkin']
1127,2003-05-15,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",67.673,en,https://image.tmdb.org/t/p/original/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,604.0,tt0234215,The Matrix Reloaded,[],"Adventure, Action, Thriller, Science Fiction",Free your mind.,"['Keanu Reeves', 'Carrie-Anne Moss', 'Laurence Fishburne', 'Hugo Weaving', 'Helmut Bakaitis']","['saving the world', 'artificial intelligence', 'man vs machine', 'martial arts', 'kung fu', 'underground world', 'dream', 'hero', 'fight', 'computer virus', 'key', 'future', 'plato', 'precognition', 'rave', 'dying and death', 'virtual reality', 'dystopia', 'computer', 'faith', 'world religion', 'truth', 'mission', 'cyberpunk', 'woman director', 'gnosticism']",['Lilly Wachowski']
1129,2001-05-04,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",67.578,en,https://image.tmdb.org/t/p/original/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,1734.0,tt0209163,The Mummy Returns,[],"Adventure, Action, Fantasy",The most powerful force on earth is about to be unleashed by the two people who should know better.,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Oded Fehr']","['son', 'ancient egypt', 'bracelet']",['Stephen Sommers']
1132,1990-10-17,Dragon Ball Z: Bardock - The Father of Goku,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",67.385,ja,https://image.tmdb.org/t/p/original/docwOsWZuwJKQdwcYJtQPBcg6bm.jpg,39323.0,tt0142245,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,[],"Animation, Action, Science Fiction, Drama, Fantasy",,"['Masako Nozawa', 'Masako Nozawa', 'Ryūsei Nakao', 'Yukitoshi Hori', 'Sho Hayami']","['anime', 'dragon ball,']",['Mitsuo Hashimoto']
1133,2008-10-30,Madagascar: Escape 2 Africa,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",67.346,en,https://image.tmdb.org/t/p/original/agRbLOHgN46TQO4YdKR462iR7To.jpg,10527.0,tt0479952,Madagascar: Escape 2 Africa,[],"Family, Adventure, Animation, Comedy",Still together. Still lost!,"['Ben Stiller', 'Jada Pinkett Smith', 'David Schwimmer', 'Chris Rock', 'Cedric the Entertainer']","['africa', 'jealousy', 'dance', 'hunger', 'lion', 'zoo', 'hippopotamus', 'chimp', 'penguin', 'volcano', 'madagascar', 'airplane', 'zebra', 'sequel', 'shark', 'imax', 'duringcreditsstinger']",['Eric Darnell']
1134,2006-11-16,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",67.306,en,https://image.tmdb.org/t/p/original/za41IHkj6LnkilfTzv5B2qmthKD.jpg,9836.0,tt0366548,Happy Feet,[],"Animation, Comedy, Family",WARNING: May Cause Toe-Tapping.,"['Elijah Wood', 'Robin Williams', 'Brittany Murphy', 'Hugh Jackman', 'Nicole Kidman']","['ocean', 'fish', 'zoo', 'penguin', 'tap dancing', 'love', 'crush', 'snow', 'anthropomorphism', 'singing', 'antarctica', 'family', 'duringcreditsstinger']",['George Miller']
1136,2014-12-17,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",67.275,en,https://image.tmdb.org/t/p/original/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,181533.0,tt2692250,Night at the Museum: Secret of the Tomb,[],"Adventure, Comedy, Fantasy, Family",One Final Night to Save the Day.,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson', 'Robin Williams', 'Owen Wilson']","['night watchman', 'museum', 'natural history', 'history', 'smithsonian']",['Shawn Levy']
1138,2013-01-29,Odd Thomas,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",67.146,en,https://image.tmdb.org/t/p/original/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,179826.0,tt1767354,Odd Thomas,[],"Mystery, Thriller","I might see dead people... But then, by God, I do something about it.","['Anton Yelchin', 'Addison Timlin', 'Willem Dafoe', 'Gugu Mbatha-Raw', 'Nico Tortorella']","['small town', 'supernatural', 'horror', 'romance', 'comedy', 'supernatural ability']",['Stephen Sommers']
1139,2009-07-10,"I Love You, Beth Cooper","A valedictorian's declaration of love for a high-school cheerleader launches a night of revelry, reflection and romance for a group of graduating seniors.",67.134,en,https://image.tmdb.org/t/p/original/mUi6nEbo04DR1YwflbZX1RR7UwS.jpg,19840.0,tt1032815,"I Love You, Beth Cooper",[],"Comedy, Romance",Popularity is nice. Popular girls are not.,"['Hayden Panettiere', 'Paul Rust', 'Lauren London', 'Lauren Storm', 'Jack Carpenter']","['virgin', 'cheerleader', 'graduation', 'high school', 'aspen', 'friends', 'in the closet', 'teenager', 'popularity', 'based on young adult novel', 'popular girl']",['Chris Columbus']
1141,2000-11-07,Joseph: King of Dreams,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",67.046,en,https://image.tmdb.org/t/p/original/sUKImRHScrjrvaG2FwxCRY5ldtx.jpg,16366.0,tt0264734,Joseph: King of Dreams,[],"Family, Animation",,"['Ben Affleck', 'Mark Hamill', 'Richard Herd', 'Maureen McGovern', 'Jodi Benson']","['bible', 'faith', 'christian film', 'ancient egypt']",['Rob LaDuca']
1142,2019-01-16,Glass,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",66.972,en,https://image.tmdb.org/t/p/original/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,52779.0,tt0052852,Glas,[],"Thriller, Drama, Science Fiction",,[],['short'],['Bert Haanstra']
1143,2007-03-20,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,66.957,en,https://image.tmdb.org/t/p/original/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,8363.0,tt0829482,Superbad,[],Comedy,Come and Get Some!,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse', 'Bill Hader', 'Seth Rogen']","['becoming an adult', 'high school', 'young people', 'one night']",['Greg Mottola']
1145,2005-02-08,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",66.956,en,https://image.tmdb.org/t/p/original/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg,561.0,tt0360486,Constantine,[],"Fantasy, Action, Horror","Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.","['Keanu Reeves', 'Rachel Weisz', 'Shia LaBeouf', 'Djimon Hounsou', 'Max Baker']","['angel', 'confession', 'exorcism', 'archangel gabriel', 'holy water', 'supernatural', 'based on comic', 'lucifer', 'demon', 'occult', 'aftercreditsstinger']",['Francis Lawrence']
